X,Y,Z,Wnt1,Wnt2,Wnt2B,Wnt3,Wnt3A,Wnt4,Wnt5A,Wnt6,Wnt7A,Wnt7B,Wnt10B,Wnt11,Wnt16,Fzd1,Fzd3,Fzd4,Fzd5,Fzd6,Fzd8,Fzd9,Fzd10
211.713,151.83,30.4732,72.8,,103.11764705882354,97.93103448275862,96.125,102.9,106.875,,79.66666666666667,57.0,95.4965034965035,,97.13793103448276,99.44444444444444,97.14285714285714,107.1590909090909,98.8780487804878,102.67123287671232,106.11764705882354,74.12871287128714,78.91666666666667
213.162,156.379,29.2228,84.6,,102.47368421052632,100.06666666666666,99.3913043478261,100.82352941176471,91.52631578947368,,93.33333333333333,52.0,98.31205673758865,,97.35714285714286,102.25,98.0,108.31111111111112,95.83783783783784,105.02597402597402,101.19047619047619,73.94949494949495,82.19047619047619
218.434,159.985,29.5589,86.57692307692308,,99.63636363636364,100.72222222222223,101.04545454545455,102.6875,91.61290322580645,,80.0,58.333333333333336,103.38095238095238,,97.03448275862068,106.25,114.0,107.12727272727273,93.95121951219512,104.87692307692308,100.23076923076923,80.19047619047619,87.1
235.85,160.412,29.4306,80.29824561403508,,90.57142857142857,103.61538461538461,98.57142857142857,101.25,97.17391304347827,,,52.833333333333336,101.77857142857142,,98.73469387755102,104.75,100.5,108.73469387755102,100.93548387096774,101.27397260273973,106.0952380952381,76.43333333333334,83.31428571428572
184.559,159.077,31.1511,87.94117647058823,,101.8,96.66666666666667,104.0,113.08333333333333,97.52941176470588,,52.0,49.5,94.75,,99.9090909090909,101.66666666666667,100.4,102.25,,96.48387096774194,81.83333333333333,,77.3125
241.084,160.403,30.3102,83.74,,100.6086956521739,99.1,108.28571428571429,100.94117647058823,99.23809523809524,,,52.75,100.30405405405405,63.0,98.36734693877551,112.1,94.64285714285714,108.64814814814815,98.19354838709677,101.69444444444444,99.05263157894737,76.19266055045871,87.33333333333333
278.127,161.459,35.6818,71.36363636363636,52.0,100.8695652173913,102.9090909090909,100.0,98.1,96.3225806451613,,,69.64516129032258,96.46774193548387,,87.07407407407408,96.75,98.11111111111111,107.71698113207547,95.28571428571429,82.93023255813954,100.61538461538461,71.48076923076923,93.96
186.765,170.162,31.9348,88.21428571428571,,100.7,66.5,99.41666666666667,98.61538461538461,107.0,,60.5,62.0,87.58333333333333,,93.75,108.0,101.14285714285714,106.92857142857143,83.0,88.6875,95.2,,74.44827586206897
260.245,181.468,31.0385,,,105.85,100.7,102.07692307692308,102.61538461538461,62.0,,,,97.18867924528301,,84.8,97.75,103.375,105.40625,,93.01886792452831,103.9,65.0,73.15625
226.38,115.09,33.6963,,,100.0,,87.0,87.0,,,,,71.94444444444444,,,103.0,110.0,,,39.333333333333336,98.0,,66.0
270.257,140.238,33.1784,84.36842105263158,,98.95,89.66666666666667,93.0909090909091,101.8,,,,60.166666666666664,91.82222222222222,,77.42857142857143,102.83333333333333,97.42857142857143,109.17142857142858,85.9375,89.51428571428572,102.93333333333334,66.125,58.095238095238095
207.776,155.999,30.7013,77.0,,102.9090909090909,99.65384615384616,98.75,102.45,89.9090909090909,,74.2,58.0,97.11728395061728,,98.578125,97.86666666666666,90.71428571428571,109.58620689655173,99.5,104.6,100.16666666666667,70.78888888888889,85.15
246.495,161.419,32.7694,83.76785714285714,,106.66666666666667,103.2,108.5,102.2,101.6923076923077,,,56.0,98.69798657718121,63.0,97.29166666666667,109.5,92.11764705882354,109.975,96.67567567567568,103.15094339622641,94.16666666666667,79.65853658536585,95.0
228.96,165.025,32.0042,75.94915254237289,,98.9090909090909,88.375,114.83333333333333,102.0,101.17241379310344,,55.0,56.166666666666664,107.2482269503546,54.0,100.71666666666667,118.0,103.64285714285714,110.34408602150538,104.54545454545455,105.425,110.0,88.10071942446044,89.875
214.375,117.848,32.5096,,,102.33333333333333,,94.4,87.0,,,,,77.21621621621621,,,79.0,104.0,,75.0,,,,
196.522,125.995,32.4761,,,93.76923076923077,,81.0,,,,,,74.75,,,,,,,,,,17.0
191.346,134.611,30.2758,,,95.5,,93.5,,,,,,82.15555555555555,,94.6,,92.5,,,40.0,,,115.0
239.767,148.138,31.0766,81.95833333333333,,98.98076923076923,106.0625,96.625,98.11764705882354,96.14285714285714,,67.0,61.8,93.46853146853147,,92.79310344827586,100.18181818181819,109.33333333333333,114.89090909090909,100.1842105263158,104.83333333333333,98.66666666666667,76.60194174757281,81.28
213.681,143.856,34.9569,47.0,,102.34210526315789,106.27272727272727,107.5,105.36363636363636,,,86.359375,57.53333333333333,94.12727272727273,,99.02777777777777,102.85714285714286,85.16666666666667,107.49056603773585,104.82,94.38709677419355,96.66666666666667,82.95098039215686,67.2
245.509,152.374,30.3789,92.875,,95.84375,100.07692307692308,101.66666666666667,98.25,94.42857142857143,,77.0,60.17391304347826,96.2,63.0,93.62,103.5,99.375,111.0,101.6923076923077,102.15463917525773,101.4,72.01869158878505,76.14285714285714
252.037,156.052,33.069,91.20454545454545,55.0,98.32142857142857,97.07407407407408,104.2,100.41666666666667,97.37037037037037,,,57.214285714285715,96.14102564102564,63.0,93.64,107.06666666666666,90.07692307692308,110.87142857142857,97.33333333333333,100.78571428571429,93.88888888888889,76.46610169491525,84.46153846153847
209.694,160.607,31.5393,83.64444444444445,,105.78571428571429,101.88888888888889,99.0,102.0,93.47619047619048,,66.5,56.5,99.88652482269504,,96.47058823529412,96.84615384615384,100.0,109.91549295774648,96.66666666666667,108.04166666666667,92.83333333333333,78.64044943820225,84.83870967741936
210.795,192.923,33.4093,,,104.6875,,107.0,98.28571428571429,92.63636363636364,,80.1875,,85.66666666666667,,68.5,94.57142857142857,100.66666666666667,109.93333333333334,83.0,96.94,110.5,93.5,78.39285714285714
236.141,196.508,34.8765,,,101.70588235294117,,102.61538461538461,101.29411764705883,,,76.0,,94.32,,,91.0,86.75,103.29729729729729,,90.51666666666667,90.44444444444444,69.42105263157895,71.16666666666667
264.481,130.9,33.1489,,,107.78571428571429,,99.5,69.0,,,,59.0,87.66666666666667,,,103.0,86.5,96.5625,66.33333333333333,84.13793103448276,103.84615384615384,54.0,71.8
245.519,145.423,35.2046,81.53521126760563,55.0,103.71052631578948,113.7,110.85714285714286,101.53333333333333,89.73684210526316,,70.1875,62.15151515151515,95.7089552238806,,95.24615384615385,94.8,109.0,113.0,102.39583333333333,101.76744186046511,97.0,82.33064516129032,89.0
251.982,152.035,33.6108,95.17021276595744,55.0,99.6470588235294,101.125,103.2,99.54545454545455,94.70833333333333,,,59.592592592592595,97.32530120481928,,92.54901960784314,105.8125,96.77777777777777,111.46969696969697,101.96296296296296,100.22535211267606,93.72727272727273,76.47321428571429,82.22222222222223
216.512,168.067,34.8063,78.98412698412699,,94.2,108.5,102.14814814814815,101.875,94.60606060606061,,51.5,53.45454545454545,105.42682926829268,57.5,101.93846153846154,89.0,99.23076923076923,111.16964285714286,101.66037735849056,102.48148148148148,,94.912,92.13333333333334
180.473,166.739,35.7259,88.1,,105.66666666666667,99.0,104.72727272727273,100.72727272727273,101.0,,,49.5,78.93333333333334,,99.25,88.6,101.0,104.44444444444444,88.75,91.7,103.7,85.0,69.29411764705883
187.046,179.231,36.2753,73.83333333333333,,95.53846153846153,70.5,92.0,89.61538461538461,100.42857142857143,,67.3076923076923,,90.13636363636364,,89.125,104.5,100.5,106.33333333333333,113.0,95.67647058823529,83.2,,70.8
254.393,189.602,34.3258,,,106.38888888888889,91.7,100.42857142857143,98.4,,,66.4,,96.74468085106383,,,112.5,105.0,109.14634146341463,,89.86567164179104,104.38461538461539,77.77777777777777,82.95121951219512
205.663,116.373,37.3176,,,107.28571428571429,,106.33333333333333,,,,,,74.28571428571429,,,105.5,,,,46.5,,,
254.95,118.913,36.2823,,,100.25,,95.2,,,,,,86.0,,,99.66666666666667,105.0,103.0,,81.82352941176471,93.0,,83.53846153846153
188.022,130.672,35.0677,,,93.0,,89.75,,,,,,77.44,,97.16666666666667,117.5,92.5,,,39.5,,,
203.191,154.123,32.6877,79.80952380952381,,103.60606060606061,103.66666666666667,93.35714285714286,101.41666666666667,92.44444444444444,,76.56521739130434,59.0,94.94827586206897,,97.34375,99.35714285714286,101.0909090909091,111.3,100.90697674418605,103.37362637362638,95.84210526315789,68.95161290322581,69.375
198.601,156.779,34.7321,83.65517241379311,,105.28571428571429,99.1,102.44444444444444,101.84210526315789,97.16666666666667,,80.05882352941177,56.5,98.47126436781609,,95.0327868852459,102.66666666666667,99.33333333333333,108.02941176470588,98.51612903225806,106.10989010989012,91.84210526315789,67.11363636363636,85.12
203.243,158.914,33.1988,81.65853658536585,,106.6875,104.0,97.6,98.55555555555556,91.3,,58.25,53.75,96.2,,97.55223880597015,98.21428571428571,97.92857142857143,109.30263157894737,96.5,105.09756097560975,93.21052631578948,71.15517241379311,87.46666666666667
206.028,166.317,36.4005,80.28378378378379,,101.8,100.0,97.0,101.7,96.5,,51.0,63.54545454545455,101.20370370370371,,98.33333333333333,86.5,91.42857142857143,109.27835051546391,100.20930232558139,110.10344827586206,94.75,85.359375,96.03846153846153
240.65,167.604,34.738,75.22222222222223,,103.35714285714286,99.22222222222223,125.0,96.57142857142857,103.77142857142857,,75.0,54.8,104.3157894736842,,101.53125,81.25,98.53846153846153,111.72641509433963,103.24615384615385,102.38095238095238,120.0,89.55102040816327,94.0625
192.402,186.924,37.4934,58.0,,102.2,94.5,96.4,100.5,101.7,,83.7948717948718,,85.22222222222223,,96.8,101.25,99.6,101.6,,87.69047619047619,79.0,,57.63636363636363
237.749,114.394,35.1964,,56.0,96.66666666666667,,81.75,,,,,,78.87179487179488,,,111.66666666666667,87.0,,,57.0,,,69.91666666666667
248.175,113.091,39.6353,,50.833333333333336,90.22222222222223,,101.0,,,,,,81.6470588235294,,,106.66666666666667,91.0,89.625,,86.9047619047619,113.0,,74.5
227.76,136.866,38.9115,55.25,,105.80645161290323,102.16666666666667,115.46666666666667,103.0,80.33333333333333,,94.97647058823529,55.31818181818182,91.03508771929825,,101.6375,104.0,91.0,109.58620689655173,97.06122448979592,100.875,87.0,84.54761904761905,85.8
222.832,141.6,35.1996,62.0,,108.6842105263158,109.5,104.77777777777777,107.63636363636364,,,89.62337662337663,58.09090909090909,93.49484536082474,,103.10526315789474,93.0,88.75,112.64285714285714,104.1875,104.66666666666667,104.0,82.81102362204724,101.33333333333333
206.892,144.108,36.8938,23.5,,102.84375,97.33333333333333,106.14285714285714,102.6,,,84.38983050847457,57.125,95.46774193548387,,96.88235294117646,114.66666666666667,92.2,107.18333333333334,102.15254237288136,97.70270270270271,98.9090909090909,79.28169014084507,61.22222222222222
204.839,149.085,34.3855,66.66666666666667,,104.58823529411765,98.66666666666667,90.72727272727273,102.0,95.66666666666667,,85.3409090909091,54.63636363636363,95.8159509202454,,100.8125,99.6,100.875,111.02380952380952,102.05882352941177,103.3103448275862,99.47058823529412,74.56521739130434,48.2
277.606,151.104,35.4154,82.78571428571429,,100.89473684210526,100.58823529411765,106.16666666666667,105.0,91.70588235294117,,69.0,60.583333333333336,94.23770491803279,,95.61904761904762,102.75,100.71428571428571,104.81818181818181,100.43333333333334,77.48780487804878,96.35,74.9375,63.57142857142857
180.6,150.977,34.5492,78.83333333333333,,93.3076923076923,108.66666666666667,96.42857142857143,105.0,98.53846153846153,,50.0,,91.30555555555556,,102.20833333333333,115.0,88.0,113.6,62.0,88.6470588235294,105.125,,84.5
196.921,152.51,36.7395,83.7,,99.92857142857143,96.45454545454545,96.625,99.47826086956522,95.05882352941177,,90.97619047619048,60.285714285714285,98.5679012345679,,98.85,102.18181818181819,92.77777777777777,109.78571428571429,105.13333333333334,102.28767123287672,97.5,65.97297297297297,61.416666666666664
176.335,159.357,39.4193,80.45,,104.8,91.9090909090909,101.9090909090909,108.36363636363636,94.76923076923077,,,,83.45,,100.81818181818181,94.5,100.36363636363636,107.5,75.0,90.66666666666667,104.9090909090909,84.28571428571429,93.83333333333333
228.09,172.604,37.0372,64.71428571428571,,98.0,79.875,111.16666666666667,102.4,101.97222222222223,,85.15,54.8,106.34682080924856,77.33333333333333,100.11538461538461,85.0,105.2,109.36029411764706,110.18571428571428,100.25,,98.2840909090909,90.26923076923077
236.734,173.351,37.7999,62.81818181818182,,99.72727272727273,95.5,,99.0909090909091,103.73529411764706,,62.61538461538461,57.214285714285715,106.1336898395722,66.0,101.17567567567568,98.0,117.0,110.11888111888112,108.91428571428571,105.91666666666667,,97.03680981595092,94.625
276.408,171.425,35.971,123.0,51.25,97.86111111111111,99.47619047619048,102.13333333333334,99.0,88.0952380952381,,,63.92307692307692,96.96153846153847,,86.94117647058823,84.85714285714286,99.85714285714286,103.75,93.25,90.7843137254902,105.81818181818181,61.72727272727273,87.52
270.167,180.044,35.8963,,54.0,106.95833333333333,103.04347826086956,102.4,102.41666666666667,70.0,,,51.5,96.04109589041096,,76.4,98.71428571428571,91.81818181818181,106.35714285714286,90.0,89.65384615384616,102.85714285714286,76.57142857142857,70.90625
